x,y,reservoirThickness,shale1Thickness,aquifer1Thickness,shale2Thickness,aquifer2Thickness,shale3Thickness
27000,22000,78.0,361.5,139.0,220.75,163.0,271.25
28000,22000,79.0,366.5,141.5,222.0,162.0,270.0
29000,22000,80.0,371.5,144.0,223.25,161.0,268.75
30000,22000,81.0,376.5,146.5,224.5,160.0,267.5
31000,22000,82.0,381.5,149.0,225.75,159.0,266.25
32000,22000,83.0,386.5,151.5,227.0,158.0,265.0
33000,22000,84.0,391.5,154.0,228.25,157.0,263.75
34000,22000,85.0,396.5,156.5,229.5,156.0,262.5
35000,22000,86.0,401.5,159.0,230.75,155.0,261.25
36000,22000,87.0,406.5,161.5,232.0,154.0,260.0
37000,22000,88.0,411.5,164.0,233.25,153.0,258.75
38000,22000,89.0,416.5,166.5,234.5,152.0,257.5
39000,22000,90.0,421.5,169.0,235.75,151.0,256.25
40000,22000,91.0,426.5,171.5,237.0,150.0,255.0
0,23000,51.5,227.25,72.25,188.0,187.5,300.0
1000,23000,52.5,232.25,74.75,189.25,186.5,298.75
2000,23000,53.5,237.25,77.25,190.5,185.5,297.5
3000,23000,54.5,242.25,79.75,191.75,184.5,296.25
4000,23000,55.5,247.25,82.25,193.0,183.5,295.0
5000,23000,56.5,252.25,84.75,194.25,182.5,293.75
6000,23000,57.5,257.25,87.25,195.5,181.5,292.5
7000,23000,58.5,262.25,89.75,196.75,180.5,291.25
8000,23000,59.5,267.25,92.25,198.0,179.5,290.0
9000,23000,60.5,272.25,94.75,199.25,178.5,288.75
10000,23000,61.5,277.25,97.25,200.5,177.5,287.5
11000,23000,62.5,282.25,99.75,201.75,176.5,286.25
12000,23000,63.5,287.25,102.25,203.0,175.5,285.0
13000,23000,64.5,292.25,104.75,204.25,174.5,283.75
14000,23000,65.5,297.25,107.25,205.5,173.5,282.5
15000,23000,66.5,302.25,109.75,206.75,172.5,281.25
16000,23000,67.5,307.25,112.25,208.0,171.5,280.0
17000,23000,68.5,312.25,114.75,209.25,170.5,278.75
18000,23000,69.5,317.25,117.25,210.5,169.5,277.5
19000,23000,70.5,322.25,119.75,211.75,168.5,276.25
20000,23000,71.5,327.25,122.25,213.0,167.5,275.0
21000,23000,72.5,332.25,124.75,214.25,166.5,273.75
22000,23000,73.5,337.25,127.25,215.5,165.5,272.5
23000,23000,74.5,342.25,129.75,216.75,164.5,271.25
24000,23000,75.5,347.25,132.25,218.0,163.5,270.0
25000,23000,76.5,352.25,134.75,219.25,162.5,268.75
26000,23000,77.5,357.25,137.25,220.5,161.5,267.5
27000,23000,78.5,362.25,139.75,221.75,160.5,266.25
28000,23000,79.5,367.25,142.25,223.0,159.5,265.0
29000,23000,80.5,372.25,144.75,224.25,158.5,263.75
30000,23000,81.5,377.25,147.25,225.5,157.5,262.5
31000,23000,82.5,382.25,149.75,226.75,156.5,261.25
32000,23000,83.5,387.25,152.25,228.0,155.5,260.0
33000,23000,84.5,392.25,154.75,229.25,154.5,258.75
34000,23000,85.5,397.25,157.25,230.5,153.5,257.5
35000,23000,86.5,402.25,159.75,231.75,152.5,256.25
36000,23000,87.5,407.25,162.25,233.0,151.5,255.0
37000,23000,88.5,412.25,164.75,234.25,150.5,253.75
38000,23000,89.5,417.25,167.25,235.5,149.5,252.5
39000,23000,90.5,422.25,169.75,236.75,148.5,251.25
40000,23000,91.5,427.25,172.25,238.0,147.5,250.0
0,24000,52.0,228.0,73.0,189.0,185.0,295.0
1000,24000,53.0,233.0,75.5,190.25,184.0,293.75
2000,24000,54.0,238.0,78.0,191.5,183.0,292.5
3000,24000,55.0,243.0,80.5,192.75,182.0,291.25
4000,24000,56.0,248.0,83.0,194.0,181.0,290.0
5000,24000,57.0,253.0,85.5,195.25,180.0,288.75
6000,24000,58.0,258.0,88.0,196.5,179.0,287.5
7000,24000,59.0,263.0,90.5,197.75,178.0,286.25
8000,24000,60.0,268.0,93.0,199.0,177.0,285.0
9000,24000,61.0,273.0,95.5,200.25,176.0,283.75
10000,24000,62.0,278.0,98.0,201.5,175.0,282.5
11000,24000,63.0,283.0,100.5,202.75,174.0,281.25
12000,24000,64.0,288.0,103.0,204.0,173.0,280.0
13000,24000,65.0,293.0,105.5,205.25,172.0,278.75
14000,24000,66.0,298.0,108.0,206.5,171.0,277.5
15000,24000,67.0,303.0,110.5,207.75,170.0,276.25
16000,24000,68.0,308.0,113.0,209.0,169.0,275.0
17000,24000,69.0,313.0,115.5,210.25,168.0,273.75
18000,24000,70.0,318.0,118.0,211.5,167.0,272.5
19000,24000,71.0,323.0,120.5,212.75,166.0,271.25
20000,24000,72.0,328.0,123.0,214.0,165.0,270.0
21000,24000,73.0,333.0,125.5,215.25,164.0,268.75
22000,24000,74.0,338.0,128.0,216.5,163.0,267.5
23000,24000,75.0,343.0,130.5,217.75,162.0,266.25
24000,24000,76.0,348.0,133.0,219.0,161.0,265.0
25000,24000,77.0,353.0,135.5,220.25,160.0,263.75
26000,24000,78.0,358.0,138.0,221.5,159.0,262.5
27000,24000,79.0,363.0,140.5,222.75,158.0,261.25
28000,24000,80.0,368.0,143.0,224.0,157.0,260.0
29000,24000,81.0,373.0,145.5,225.25,156.0,258.75
30000,24000,82.0,378.0,148.0,226.5,155.0,257.5
31000,24000,83.0,383.0,150.5,227.75,154.0,256.25
32000,24000,84.0,388.0,153.0,229.0,153.0,255.0
33000,24000,85.0,393.0,155.5,230.25,152.0,253.75
34000,24000,86.0,398.0,158.0,231.5,151.0,252.5
35000,24000,87.0,403.0,160.5,232.75,150.0,251.25
36000,24000,88.0,408.0,163.0,234.0,149.0,250.0
37000,24000,89.0,413.0,165.5,235.25,148.0,248.75
38000,24000,90.0,418.0,168.0,236.5,147.0,247.5
39000,24000,91.0,423.0,170.5,237.75,146.0,246.25
40000,24000,92.0,428.0,173.0,239.0,145.0,245.0
0,25000,52.5,228.75,73.75,190.0,182.5,290.0
1000,25000,53.5,233.75,76.25,191.25,181.5,288.75
2000,25000,54.5,238.75,78.75,192.5,180.5,287.5
3000,25000,55.5,243.75,81.25,193.75,179.5,286.25
4000,25000,56.5,248.75,83.75,195.0,178.5,285.0
5000,25000,57.5,253.75,86.25,196.25,177.5,283.75
6000,25000,58.5,258.75,88.75,197.5,176.5,282.5
7000,25000,59.5,263.75,91.25,198.75,175.5,281.25
8000,25000,60.5,268.75,93.75,200.0,174.5,280.0
9000,25000,61.5,273.75,96.25,201.25,173.5,278.75
10000,25000,62.5,278.75,98.75,202.5,172.5,277.5
11000,25000,63.5,283.75,101.25,203.75,171.5,276.25
12000,25000,64.5,288.75,103.75,205.0,170.5,275.0
13000,25000,65.5,293.75,106.25,206.25,169.5,273.75
14000,25000,66.5,298.75,108.75,207.5,168.5,272.5
15000,25000,67.5,303.75,111.25,208.75,167.5,271.25
16000,25000,68.5,308.75,113.75,210.0,166.5,270.0
17000,25000,69.5,313.75,116.25,211.25,165.5,268.75
18000,25000,70.5,318.75,118.75,212.5,164.5,267.5
19000,25000,71.5,323.75,121.25,213.75,163.5,266.25
20000,25000,72.5,328.75,123.75,215.0,162.5,265.0
21000,25000,73.5,333.75,126.25,216.25,161.5,263.75
22000,25000,74.5,338.75,128.75,217.5,160.5,262.5
23000,25000,75.5,343.75,131.25,218.75,159.5,261.25
24000,25000,76.5,348.75,133.75,220.0,158.5,260.0
25000,25000,77.5,353.75,136.25,221.25,157.5,258.75
26000,25000,78.5,358.75,138.75,222.5,156.5,257.5
27000,25000,79.5,363.75,141.25,223.75,155.5,256.25
28000,25000,80.5,368.75,143.75,225.0,154.5,255.0
29000,25000,81.5,373.75,146.25,226.25,153.5,253.75
30000,25000,82.5,378.75,148.75,227.5,152.5,252.5
31000,25000,83.5,383.75,151.25,228.75,151.5,251.25
32000,25000,84.5,388.75,153.75,230.0,150.5,250.0
33000,25000,85.5,393.75,156.25,231.25,149.5,248.75
34000,25000,86.5,398.75,158.75,232.5,148.5,247.5
35000,25000,87.5,403.75,161.25,233.75,147.5,246.25
36000,25000,88.5,408.75,163.75,235.0,146.5,245.0
37000,25000,89.5,413.75,166.25,236.25,145.5,243.75
38000,25000,90.5,418.75,168.75,237.5,144.5,242.5
39000,25000,91.5,423.75,171.25,238.75,143.5,241.25
40000,25000,92.5,428.75,173.75,240.0,142.5,240.0
0,26000,53.0,229.5,74.5,191.0,180.0,285.0
1000,26000,54.0,234.5,77.0,192.25,179.0,283.75
2000,26000,55.0,239.5,79.5,193.5,178.0,282.5
3000,26000,56.0,244.5,82.0,194.75,177.0,281.25
4000,26000,57.0,249.5,84.5,196.0,176.0,280.0
5000,26000,58.0,254.5,87.0,197.25,175.0,278.75
6000,26000,59.0,259.5,89.5,198.5,174.0,277.5
7000,26000,60.0,264.5,92.0,199.75,173.0,276.25
8000,26000,61.0,269.5,94.5,201.0,172.0,275.0
9000,26000,62.0,274.5,97.0,202.25,171.0,273.75
10000,26000,63.0,279.5,99.5,203.5,170.0,272.5
11000,26000,64.0,284.5,102.0,204.75,169.0,271.25
12000,26000,65.0,289.5,104.5,206.0,168.0,270.0
13000,26000,66.0,294.5,107.0,207.25,167.0,268.75
14000,26000,67.0,299.5,109.5,208.5,166.0,267.5
15000,26000,68.0,304.5,112.0,209.75,165.0,266.25
16000,26000,69.0,309.5,114.5,211.0,164.0,265.0
17000,26000,70.0,314.5,117.0,212.25,163.0,263.75
18000,26000,71.0,319.5,119.5,213.5,162.0,262.5
19000,26000,72.0,324.5,122.0,214.75,161.0,261.25
20000,26000,73.0,329.5,124.5,216.0,160.0,260.0
21000,26000,74.0,334.5,127.0,217.25,159.0,258.75
22000,26000,75.0,339.5,129.5,218.5,158.0,257.5
23000,26000,76.0,344.5,132.0,219.75,157.0,256.25
24000,26000,77.0,349.5,134.5,221.0,156.0,255.0
25000,26000,78.0,354.5,137.0,222.25,155.0,253.75
26000,26000,79.0,359.5,139.5,223.5,154.0,252.5
27000,26000,80.0,364.5,142.0,224.75,153.0,251.25
28000,26000,81.0,369.5,144.5,226.0,152.0,250.0
29000,26000,82.0,374.5,147.0,227.25,151.0,248.75
30000,26000,83.0,379.5,149.5,228.5,150.0,247.5
31000,26000,84.0,384.5,152.0,229.75,149.0,246.25
32000,26000,85.0,389.5,154.5,231.0,148.0,245.0
33000,26000,86.0,394.5,157.0,232.25,147.0,243.75
34000,26000,87.0,399.5,159.5,233.5,146.0,242.5
35000,26000,88.0,404.5,162.0,234.75,145.0,241.25
36000,26000,89.0,409.5,164.5,236.0,144.0,240.0
37000,26000,90.0,414.5,167.0,237.25,143.0,238.75
38000,26000,91.0,419.5,169.5,238.5,142.0,237.5
39000,26000,92.0,424.5,172.0,239.75,141.0,236.25
40000,26000,93.0,429.5,174.5,241.0,140.0,235.0
0,27000,53.5,230.25,75.25,192.0,177.5,280.0
1000,27000,54.5,235.25,77.75,193.25,176.5,278.75
2000,27000,55.5,240.25,80.25,194.5,175.5,277.5
3000,27000,56.5,245.25,82.75,195.75,174.5,276.25
4000,27000,57.5,250.25,85.25,197.0,173.5,275.0
5000,27000,58.5,255.25,87.75,198.25,172.5,273.75
6000,27000,59.5,260.25,90.25,199.5,171.5,272.5
7000,27000,60.5,265.25,92.75,200.75,170.5,271.25
8000,27000,61.5,270.25,95.25,202.0,169.5,270.0
9000,27000,62.5,275.25,97.75,203.25,168.5,268.75
10000,27000,63.5,280.25,100.25,204.5,167.5,267.5
11000,27000,64.5,285.25,102.75,205.75,166.5,266.25
12000,27000,65.5,290.25,105.25,207.0,165.5,265.0
13000,27000,66.5,295.25,107.75,208.25,164.5,263.75
14000,27000,67.5,300.25,110.25,209.5,163.5,262.5
15000,27000,68.5,305.25,112.75,210.75,162.5,261.25
16000,27000,69.5,310.25,115.25,212.0,161.5,260.0
17000,27000,70.5,315.25,117.75,213.25,160.5,258.75
18000,27000,71.5,320.25,120.25,214.5,159.5,257.5
19000,27000,72.5,325.25,122.75,215.75,158.5,256.25
20000,27000,73.5,330.25,125.25,217.0,157.5,255.0
21000,27000,74.5,335.25,127.75,218.25,156.5,253.75
22000,27000,75.5,340.25,130.25,219.5,155.5,252.5
23000,27000,76.5,345.25,132.75,220.75,154.5,251.25
24000,27000,77.5,350.25,135.25,222.0,153.5,250.0
25000,27000,78.5,355.25,137.75,223.25,152.5,248.75
26000,27000,79.5,360.25,140.25,224.5,151.5,247.5
27000,27000,80.5,365.25,142.75,225.75,150.5,246.25
28000,27000,81.5,370.25,145.25,227.0,149.5,245.0
29000,27000,82.5,375.25,147.75,228.25,148.5,243.75
30000,27000,83.5,380.25,150.25,229.5,147.5,242.5
31000,27000,84.5,385.25,152.75,230.75,146.5,241.25
32000,27000,85.5,390.25,155.25,232.0,145.5,240.0
33000,27000,86.5,395.25,157.75,233.25,144.5,238.75
34000,27000,87.5,400.25,160.25,234.5,143.5,237.5
35000,27000,88.5,405.25,162.75,235.75,142.5,236.25
36000,27000,89.5,410.25,165.25,237.0,141.5,235.0
37000,27000,90.5,415.25,167.75,238.25,140.5,233.75
38000,27000,91.5,420.25,170.25,239.5,139.5,232.5
39000,27000,92.5,425.25,172.75,240.75,138.5,231.25
40000,27000,93.5,430.25,175.25,242.0,137.5,230.0
0,28000,54.0,231.0,76.0,193.0,175.0,275.0
1000,28000,55.0,236.0,78.5,194.25,174.0,273.75
2000,28000,56.0,241.0,81.0,195.5,173.0,272.5
3000,28000,57.0,246.0,83.5,196.75,172.0,271.25
4000,28000,58.0,251.0,86.0,198.0,171.0,270.0
5000,28000,59.0,256.0,88.5,199.25,170.0,268.75
6000,28000,60.0,261.0,91.0,200.5,169.0,267.5
7000,28000,61.0,266.0,93.5,201.75,168.0,266.25
8000,28000,62.0,271.0,96.0,203.0,167.0,265.0
9000,28000,63.0,276.0,98.5,204.25,166.0,263.75
10000,28000,64.0,281.0,101.0,205.5,165.0,262.5
11000,28000,65.0,286.0,103.5,206.75,164.0,261.25
12000,28000,66.0,291.0,106.0,208.0,163.0,260.0
13000,28000,67.0,296.0,108.5,209.25,162.0,258.75
14000,28000,68.0,301.0,111.0,210.5,161.0,257.5
15000,28000,69.0,306.0,113.5,211.75,160.0,256.25
16000,28000,70.0,311.0,116.0,213.0,159.0,255.0
17000,28000,71.0,316.0,118.5,214.25,158.0,253.75
18000,28000,72.0,321.0,121.0,215.5,157.0,252.5
19000,28000,73.0,326.0,123.5,216.75,156.0,251.25
20000,28000,74.0,331.0,126.0,218.0,155.0,250.0
21000,28000,75.0,336.0,128.5,219.25,154.0,248.75
22000,28000,76.0,341.0,131.0,220.5,153.0,247.5
23000,28000,77.0,346.0,133.5,221.75,152.0,246.25
24000,28000,78.0,351.0,136.0,223.0,151.0,245.0
25000,28000,79.0,356.0,138.5,224.25,150.0,243.75
26000,28000,80.0,361.0,141.0,225.5,149.0,242.5
27000,28000,81.0,366.0,143.5,226.75,148.0,241.25
28000,28000,82.0,371.0,146.0,228.0,147.0,240.0
29000,28000,83.0,376.0,148.5,229.25,146.0,238.75
30000,28000,84.0,381.0,151.0,230.5,145.0,237.5
31000,28000,85.0,386.0,153.5,231.75,144.0,236.25
32000,28000,86.0,391.0,156.0,233.0,143.0,235.0
33000,28000,87.0,396.0,158.5,234.25,142.0,233.75
34000,28000,88.0,401.0,161.0,235.5,141.0,232.5
35000,28000,89.0,406.0,163.5,236.75,140.0,231.25
36000,28000,90.0,411.0,166.0,238.0,139.0,230.0
37000,28000,91.0,416.0,168.5,239.25,138.0,228.75
38000,28000,92.0,421.0,171.0,240.5,137.0,227.5
39000,28000,93.0,426.0,173.5,241.75,136.0,226.25
40000,28000,94.0,431.0,176.0,243.0,135.0,225.0
0,29000,54.5,231.75,76.75,194.0,172.5,270.0
1000,29000,55.5,236.75,79.25,195.25,171.5,268.75
2000,29000,56.5,241.75,81.75,196.5,170.5,267.5
3000,29000,57.5,246.75,84.25,197.75,169.5,266.25
4000,29000,58.5,251.75,86.75,199.0,168.5,265.0
5000,29000,59.5,256.75,89.25,200.25,167.5,263.75
6000,29000,60.5,261.75,91.75,201.5,166.5,262.5
7000,29000,61.5,266.75,94.25,202.75,165.5,261.25
8000,29000,62.5,271.75,96.75,204.0,164.5,260.0
9000,29000,63.5,276.75,99.25,205.25,163.5,258.75
10000,29000,64.5,281.75,101.75,206.5,162.5,257.5
11000,29000,65.5,286.75,104.25,207.75,161.5,256.25
12000,29000,66.5,291.75,106.75,209.0,160.5,255.0
13000,29000,67.5,296.75,109.25,210.25,159.5,253.75
14000,29000,68.5,301.75,111.75,211.5,158.5,252.5
15000,29000,69.5,306.75,114.25,212.75,157.5,251.25
16000,29000,70.5,311.75,116.75,214.0,156.5,250.0
17000,29000,71.5,316.75,119.25,215.25,155.5,248.75
18000,29000,72.5,321.75,121.75,216.5,154.5,247.5
19000,29000,73.5,326.75,124.25,217.75,153.5,246.25
20000,29000,74.5,331.75,126.75,219.0,152.5,245.0
21000,29000,75.5,336.75,129.25,220.25,151.5,243.75
22000,29000,76.5,341.75,131.75,221.5,150.5,242.5
23000,29000,77.5,346.75,134.25,222.75,149.5,241.25
24000,29000,78.5,351.75,136.75,224.0,148.5,240.0
25000,29000,79.5,356.75,139.25,225.25,147.5,238.75
26000,29000,80.5,361.75,141.75,226.5,146.5,237.5
27000,29000,81.5,366.75,144.25,227.75,145.5,236.25
28000,29000,82.5,371.75,146.75,229.0,144.5,235.0
29000,29000,83.5,376.75,149.25,230.25,143.5,233.75
30000,29000,84.5,381.75,151.75,231.5,142.5,232.5
31000,29000,85.5,386.75,154.25,232.75,141.5,231.25
32000,29000,86.5,391.75,156.75,234.0,140.5,230.0
33000,29000,87.5,396.75,159.25,235.25,139.5,228.75
34000,29000,88.5,401.75,161.75,236.5,138.5,227.5
35000,29000,89.5,406.75,164.25,237.75,137.5,226.25
36000,29000,90.5,411.75,166.75,239.0,136.5,225.0
37000,29000,91.5,416.75,169.25,240.25,135.5,223.75
38000,29000,92.5,421.75,171.75,241.5,134.5,222.5
39000,29000,93.5,426.75,174.25,242.75,133.5,221.25
40000,29000,94.5,431.75,176.75,244.0,132.5,220.0
0,30000,55.0,232.5,77.5,195.0,170.0,265.0
1000,30000,56.0,237.5,80.0,196.25,169.0,263.75
2000,30000,57.0,242.5,82.5,197.5,168.0,262.5
3000,30000,58.0,247.5,85.0,198.75,167.0,261.25
4000,30000,59.0,252.5,87.5,200.0,166.0,260.0
5000,30000,60.0,257.5,90.0,201.25,165.0,258.75
6000,30000,61.0,262.5,92.5,202.5,164.0,257.5
7000,30000,62.0,267.5,95.0,203.75,163.0,256.25
8000,30000,63.0,272.5,97.5,205.0,162.0,255.0
9000,30000,64.0,277.5,100.0,206.25,161.0,253.75
10000,30000,65.0,282.5,102.5,207.5,160.0,252.5
11000,30000,66.0,287.5,105.0,208.75,159.0,251.25
12000,30000,67.0,292.5,107.5,210.0,158.0,250.0
13000,30000,68.0,297.5,110.0,211.25,157.0,248.75
14000,30000,69.0,302.5,112.5,212.5,156.0,247.5
15000,30000,70.0,307.5,115.0,213.75,155.0,246.25
16000,30000,71.0,312.5,117.5,215.0,154.0,245.0
17000,30000,72.0,317.5,120.0,216.25,153.0,243.75
18000,30000,73.0,322.5,122.5,217.5,152.0,242.5
19000,30000,74.0,327.5,125.0,218.75,151.0,241.25
20000,30000,75.0,332.5,127.5,220.0,150.0,240.0
21000,30000,76.0,337.5,130.0,221.25,149.0,238.75
22000,30000,77.0,342.5,132.5,222.5,148.0,237.5
23000,30000,78.0,347.5,135.0,223.75,147.0,236.25
24000,30000,79.0,352.5,137.5,225.0,146.0,235.0
25000,30000,80.0,357.5,140.0,226.25,145.0,233.75
26000,30000,81.0,362.5,142.5,227.5,144.0,232.5
27000,30000,82.0,367.5,145.0,228.75,143.0,231.25
28000,30000,83.0,372.5,147.5,230.0,142.0,230.0
29000,30000,84.0,377.5,150.0,231.25,141.0,228.75
30000,30000,85.0,382.5,152.5,232.5,140.0,227.5
31000,30000,86.0,387.5,155.0,233.75,139.0,226.25
32000,30000,87.0,392.5,157.5,235.0,138.0,225.0
33000,30000,88.0,397.5,160.0,236.25,137.0,223.75
34000,30000,89.0,402.5,162.5,237.5,136.0,222.5
35000,30000,90.0,407.5,165.0,238.75,135.0,221.25
36000,30000,91.0,412.5,167.5,240.0,134.0,220.0
37000,30000,92.0,417.5,170.0,241.25,133.0,218.75
38000,30000,93.0,422.5,172.5,242.5,132.0,217.5
39000,30000,94.0,427.5,175.0,243.75,131.0,216.25
40000,30000,95.0,432.5,177.5,245.0,130.0,215.0
0,31000,55.5,233.25,78.25,196.0,167.5,260.0
1000,31000,56.5,238.25,80.75,197.25,166.5,258.75
2000,31000,57.5,243.25,83.25,198.5,165.5,257.5
3000,31000,58.5,248.25,85.75,199.75,164.5,256.25
4000,31000,59.5,253.25,88.25,201.0,163.5,255.0
5000,31000,60.5,258.25,90.75,202.25,162.5,253.75
6000,31000,61.5,263.25,93.25,203.5,161.5,252.5
7000,31000,62.5,268.25,95.75,204.75,160.5,251.25
8000,31000,63.5,273.25,98.25,206.0,159.5,250.0
9000,31000,64.5,278.25,100.75,207.25,158.5,248.75
10000,31000,65.5,283.25,103.25,208.5,157.5,247.5
11000,31000,66.5,288.25,105.75,209.75,156.5,246.25
12000,31000,67.5,293.25,108.25,211.0,155.5,245.0
13000,31000,68.5,298.25,110.75,212.25,154.5,243.75
14000,31000,69.5,303.25,113.25,213.5,153.5,242.5
15000,31000,70.5,308.25,115.75,214.75,152.5,241.25
16000,31000,71.5,313.25,118.25,216.0,151.5,240.0
17000,31000,72.5,318.25,120.75,217.25,150.5,238.75
18000,31000,73.5,323.25,123.25,218.5,149.5,237.5
19000,31000,74.5,328.25,125.75,219.75,148.5,236.25
20000,31000,75.5,333.25,128.25,221.0,147.5,235.0
21000,31000,76.5,338.25,130.75,222.25,146.5,233.75
22000,31000,77.5,343.25,133.25,223.5,145.5,232.5
23000,31000,78.5,348.25,135.75,224.75,144.5,231.25
24000,31000,79.5,353.25,138.25,226.0,143.5,230.0
25000,31000,80.5,358.25,140.75,227.25,142.5,228.75
26000,31000,81.5,363.25,143.25,228.5,141.5,227.5
27000,31000,82.5,368.25,145.75,229.75,140.5,226.25
28000,31000,83.5,373.25,148.25,231.0,139.5,225.0
29000,31000,84.5,378.25,150.75,232.25,138.5,223.75
30000,31000,85.5,383.25,153.25,233.5,137.5,222.5
31000,31000,86.5,388.25,155.75,234.75,136.5,221.25
32000,31000,87.5,393.25,158.25,236.0,135.5,220.0
33000,31000,88.5,398.25,160.75,237.25,134.5,218.75
34000,31000,89.5,403.25,163.25,238.5,133.5,217.5
35000,31000,90.5,408.25,165.75,239.75,132.5,216.25
36000,31000,91.5,413.25,168.25,241.0,131.5,215.0
37000,31000,92.5,418.25,170.75,242.25,130.5,213.75
38000,31000,93.5,423.25,173.25,243.5,129.5,212.5
39000,31000,94.5,428.25,175.75,244.75,128.5,211.25
40000,31000,95.5,433.25,178.25,246.0,127.5,210.0
0,32000,56.0,234.0,79.0,197.0,165.0,255.0
1000,32000,57.0,239.0,81.5,198.25,164.0,253.75
2000,32000,58.0,244.0,84.0,199.5,163.0,252.5
3000,32000,59.0,249.0,86.5,200.75,162.0,251.25
4000,32000,60.0,254.0,89.0,202.0,161.0,250.0
5000,32000,61.0,259.0,91.5,203.25,160.0,248.75
6000,32000,62.0,264.0,94.0,204.5,159.0,247.5
7000,32000,63.0,269.0,96.5,205.75,158.0,246.25
8000,32000,64.0,274.0,99.0,207.0,157.0,245.0
9000,32000,65.0,279.0,101.5,208.25,156.0,243.75
10000,32000,66.0,284.0,104.0,209.5,155.0,242.5
11000,32000,67.0,289.0,106.5,210.75,154.0,241.25
12000,32000,68.0,294.0,109.0,212.0,153.0,240.0
13000,32000,69.0,299.0,111.5,213.25,152.0,238.75
14000,32000,70.0,304.0,114.0,214.5,151.0,237.5
15000,32000,71.0,309.0,116.5,215.75,150.0,236.25
16000,32000,72.0,314.0,119.0,217.0,149.0,235.0
17000,32000,73.0,319.0,121.5,218.25,148.0,233.75
18000,32000,74.0,324.0,124.0,219.5,147.0,232.5
19000,32000,75.0,329.0,126.5,220.75,146.0,231.25
20000,32000,76.0,334.0,129.0,222.0,145.0,230.0
21000,32000,77.0,339.0,131.5,223.25,144.0,228.75
22000,32000,78.0,344.0,134.0,224.5,143.0,227.5
23000,32000,79.0,349.0,136.5,225.75,142.0,226.25
24000,32000,80.0,354.0,139.0,227.0,141.0,225.0
25000,32000,81.0,359.0,141.5,228.25,140.0,223.75
26000,32000,82.0,364.0,144.0,229.5,139.0,222.5
27000,32000,83.0,369.0,146.5,230.75,138.0,221.25
28000,32000,84.0,374.0,149.0,232.0,137.0,220.0
29000,32000,85.0,379.0,151.5,233.25,136.0,218.75
30000,32000,86.0,384.0,154.0,234.5,135.0,217.5
31000,32000,87.0,389.0,156.5,235.75,134.0,216.25
32000,32000,88.0,394.0,159.0,237.0,133.0,215.0
33000,32000,89.0,399.0,161.5,238.25,132.0,213.75
34000,32000,90.0,404.0,164.0,239.5,131.0,212.5
35000,32000,91.0,409.0,166.5,240.75,130.0,211.25
36000,32000,92.0,414.0,169.0,242.0,129.0,210.0
37000,32000,93.0,419.0,171.5,243.25,128.0,208.75
38000,32000,94.0,424.0,174.0,244.5,127.0,207.5
39000,32000,95.0,429.0,176.5,245.75,126.0,206.25
40000,32000,96.0,434.0,179.0,247.0,125.0,205.0
0,33000,56.5,234.75,79.75,198.0,162.5,250.0
1000,33000,57.5,239.75,82.25,199.25,161.5,248.75
2000,33000,58.5,244.75,84.75,200.5,160.5,247.5
3000,33000,59.5,249.75,87.25,201.75,159.5,246.25
4000,33000,60.5,254.75,89.75,203.0,158.5,245.0
5000,33000,61.5,259.75,92.25,204.25,157.5,243.75
6000,33000,62.5,264.75,94.75,205.5,156.5,242.5
7000,33000,63.5,269.75,97.25,206.75,155.5,241.25
8000,33000,64.5,274.75,99.75,208.0,154.5,240.0
9000,33000,65.5,279.75,102.25,209.25,153.5,238.75
10000,33000,66.5,284.75,104.75,210.5,152.5,237.5
11000,33000,67.5,289.75,107.25,211.75,151.5,236.25
12000,33000,68.5,294.75,109.75,213.0,150.5,235.0
13000,33000,69.5,299.75,112.25,214.25,149.5,233.75
14000,33000,70.5,304.75,114.75,215.5,148.5,232.5
15000,33000,71.5,309.75,117.25,216.75,147.5,231.25
16000,33000,72.5,314.75,119.75,218.0,146.5,230.0
17000,33000,73.5,319.75,122.25,219.25,145.5,228.75
18000,33000,74.5,324.75,124.75,220.5,144.5,227.5
19000,33000,75.5,329.75,127.25,221.75,143.5,226.25
20000,33000,76.5,334.75,129.75,223.0,142.5,225.0
21000,33000,77.5,339.75,132.25,224.25,141.5,223.75
22000,33000,78.5,344.75,134.75,225.5,140.5,222.5
23000,33000,79.5,349.75,137.25,226.75,139.5,221.25
24000,33000,80.5,354.75,139.75,228.0,138.5,220.0
25000,33000,81.5,359.75,142.25,229.25,137.5,218.75
26000,33000,82.5,364.75,144.75,230.5,136.5,217.5
27000,33000,83.5,369.75,147.25,231.75,135.5,216.25
28000,33000,84.5,374.75,149.75,233.0,134.5,215.0
29000,33000,85.5,379.75,152.25,234.25,133.5,213.75
30000,33000,86.5,384.75,154.75,235.5,132.5,212.5
31000,33000,87.5,389.75,157.25,236.75,131.5,211.25
32000,33000,88.5,394.75,159.75,238.0,130.5,210.0
33000,33000,89.5,399.75,162.25,239.25,129.5,208.75
34000,33000,90.5,404.75,164.75,240.5,128.5,207.5
35000,33000,91.5,409.75,167.25,241.75,127.5,206.25
36000,33000,92.5,414.75,169.75,243.0,126.5,205.0
37000,33000,93.5,419.75,172.25,244.25,125.5,203.75
38000,33000,94.5,424.75,174.75,245.5,124.5,202.5
39000,33000,95.5,429.75,177.25,246.75,123.5,201.25
40000,33000,96.5,434.75,179.75,248.0,122.5,200.0
